latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-15.373,24.649,311.3,2.1,1.4,2016-06-08,1230,A,33,6.0NRT,298.2,14.1,D
-14.74,27.982,314.8,3.8,1.8,2016-06-08,1230,A,69,6.0NRT,297,63,D
-15.89,21.116,327,1.2,1.1,2016-06-08,1230,A,77,6.0NRT,306.9,20.1,D
-15.814,21.586,315.6,1.3,1.1,2016-06-08,1230,A,35,6.0NRT,298.7,10.5,D
-15.886,21.12,320.8,1.2,1.1,2016-06-08,1230,A,67,6.0NRT,305,12.9,D
-15.888,21.109,321.4,1.2,1.1,2016-06-08,1230,A,68,6.0NRT,306.3,13.3,D
-15.883,21.075,318.3,1.2,1.1,2016-06-08,1230,A,60,6.0NRT,306.3,8.5,D
-15.885,21.064,323.4,1.2,1.1,2016-06-08,1230,A,71,6.0NRT,307.3,14.7,D
-15.887,21.053,326.4,1.2,1.1,2016-06-08,1230,A,76,6.0NRT,306.3,18.8,D
-15.193,25.15,311.5,2.3,1.5,2016-06-08,1230,A,59,6.0NRT,300.7,23.1,D
-16.027,19.874,319,1.1,1,2016-06-08,1230,A,62,6.0NRT,307.5,7.4,D
-14.639,27.846,309.2,3.8,1.8,2016-06-08,1230,A,40,6.0NRT,296.8,35.9,D
-15.807,20.305,319.8,1.1,1,2016-06-08,1230,A,65,6.0NRT,305.7,8.9,D
-15.414,22.608,317.1,1.5,1.2,2016-06-08,1230,A,55,6.0NRT,304.9,10.9,D
-15.416,22.594,317.6,1.5,1.2,2016-06-08,1230,A,48,6.0NRT,305.7,11.9,D
-14.417,28.044,309.4,3.9,1.8,2016-06-08,1230,A,57,6.0NRT,295.3,39.3,D
-14.424,28.009,308.5,3.9,1.8,2016-06-08,1230,A,50,6.0NRT,294.8,38.7,D
-14.414,28.039,310.8,3.9,1.8,2016-06-08,1230,A,61,6.0NRT,295.5,46.8,D
-15.839,19.412,332.7,1,1,2016-06-08,1230,A,83,6.0NRT,304.5,22.1,D
-15.84,19.402,330.5,1,1,2016-06-08,1230,A,80,6.0NRT,305.4,18.6,D
-14.767,25.925,314.6,2.7,1.6,2016-06-08,1230,A,67,6.0NRT,299.8,32.3,D
-14.772,25.901,312.1,2.7,1.6,2016-06-08,1230,A,54,6.0NRT,299.9,23.1,D
-15.842,19.267,318.2,1,1,2016-06-08,1230,A,58,6.0NRT,307.1,5.6,D
-14.875,25.161,317.7,2.3,1.5,2016-06-08,1230,A,71,6.0NRT,298.9,37,D
-14.631,26.433,309.8,3,1.6,2016-06-08,1230,A,52,6.0NRT,295.5,29,D
-14.706,25.863,312.6,2.7,1.6,2016-06-08,1230,A,62,6.0NRT,299.5,26.5,D
-14.63,26.425,318.9,3,1.6,2016-06-08,1230,A,74,6.0NRT,295.6,64.3,D
-14.634,26.399,319.9,2.9,1.6,2016-06-08,1230,A,75,6.0NRT,296.1,68.2,D
-15.339,22.199,323.7,1.4,1.2,2016-06-08,1230,A,74,6.0NRT,306.7,16.4,D
-15.341,22.186,323.7,1.4,1.2,2016-06-08,1230,A,74,6.0NRT,306.4,16.7,D
-15.746,19.351,323.7,1,1,2016-06-08,1230,A,72,6.0NRT,310,10.6,D
-15.747,19.342,334.4,1,1,2016-06-08,1230,A,84,6.0NRT,311.4,24,D
-15.749,19.332,347.1,1,1,2016-06-08,1230,A,93,6.0NRT,311.3,46.5,D
-15.75,19.323,335.1,1,1,2016-06-08,1230,A,85,6.0NRT,306.7,26.4,D
-15.738,19.34,343.2,1,1,2016-06-08,1230,A,91,6.0NRT,308.1,38.2,D
-15.74,19.331,379.5,1,1,2016-06-08,1230,A,100,6.0NRT,310.2,144.9,D
-15.741,19.321,366.6,1,1,2016-06-08,1230,A,100,6.0NRT,308.2,98.5,D
-14.637,25.969,321.2,2.7,1.6,2016-06-08,1230,A,76,6.0NRT,298.8,62.1,D
-14.642,25.944,322.7,2.7,1.6,2016-06-08,1230,A,78,6.0NRT,297.5,67.6,D
-15.725,19.367,345.2,1,1,2016-06-08,1230,A,92,6.0NRT,306.7,42.8,D
-15.726,19.358,352,1,1,2016-06-08,1230,A,96,6.0NRT,309.7,57.3,D
-16.365,14.661,322.4,1.4,1.2,2016-06-08,1230,A,69,6.0NRT,304.5,16.8,D
-16.367,14.648,321.1,1.4,1.2,2016-06-08,1230,A,65,6.0NRT,303.6,15.4,D
-16.355,14.659,319.5,1.4,1.2,2016-06-08,1230,A,42,6.0NRT,304.2,11.9,D
-16.357,14.647,318,1.4,1.2,2016-06-08,1230,A,15,6.0NRT,304.4,10.2,D
-15.216,22.49,325.6,1.5,1.2,2016-06-08,1230,A,77,6.0NRT,307.1,24,D
-15.205,22.489,340.8,1.5,1.2,2016-06-08,1230,A,90,6.0NRT,305.7,60.2,D
-14.635,25.964,326,2.7,1.6,2016-06-08,1230,A,79,6.0NRT,298.7,77.7,D
-14.639,25.939,316.1,2.7,1.6,2016-06-08,1230,A,16,6.0NRT,297,34.6,D
-15.212,22.498,323.9,1.5,1.2,2016-06-08,1230,A,73,6.0NRT,306,19.4,D
-15.214,22.485,332.8,1.5,1.2,2016-06-08,1230,A,84,6.0NRT,306.8,38.8,D
-15.697,19.125,319.1,1,1,2016-06-08,1230,A,63,6.0NRT,303.5,9.9,D
-14.175,27.794,313.1,3.8,1.8,2016-06-08,1230,A,65,6.0NRT,296,53,D
-14.167,27.785,312.6,3.8,1.8,2016-06-08,1230,A,66,6.0NRT,295.6,52.3,D
-14.43,26.263,309.8,2.9,1.6,2016-06-08,1230,A,55,6.0NRT,298.3,24.7,D
-14.434,26.237,308,2.9,1.6,2016-06-08,1230,A,43,6.0NRT,296.4,17.6,D
-16.111,15.386,315.2,1.2,1.1,2016-06-08,1230,A,54,6.0NRT,303.6,7.2,D
-14.391,26.395,314.7,3,1.6,2016-06-08,1230,A,68,6.0NRT,294.7,47,D
-15.403,20.349,322.7,1.1,1,2016-06-08,1230,A,72,6.0NRT,306.8,14.4,D
-14.105,27.845,309.4,3.9,1.8,2016-06-08,1230,A,59,6.0NRT,296.2,37.3,D
-14.376,26.392,317.1,3,1.6,2016-06-08,1230,A,72,6.0NRT,295.5,57.4,D
-14.093,27.733,312.9,3.8,1.8,2016-06-08,1230,A,43,6.0NRT,297.8,41.7,D
-14.1,27.699,313.5,3.8,1.8,2016-06-08,1230,A,45,6.0NRT,296.8,48.7,D
-14.377,26.387,320.4,3,1.6,2016-06-08,1230,A,75,6.0NRT,295.7,68.5,D
-14.101,27.839,308.9,3.9,1.8,2016-06-08,1230,A,55,6.0NRT,297.4,34.7,D
-14.863,23.373,317.1,1.7,1.3,2016-06-08,1230,A,64,6.0NRT,305.6,16.2,D
-14.866,23.358,316.2,1.7,1.3,2016-06-08,1230,A,47,6.0NRT,304.8,15.4,D
-15.422,19.803,319.6,1.1,1,2016-06-08,1230,A,50,6.0NRT,306.7,8.5,D
-14.088,27.727,314.6,3.8,1.8,2016-06-08,1230,A,51,6.0NRT,298.5,50.1,D
-15.294,20.591,319.6,1.1,1.1,2016-06-08,1230,A,68,6.0NRT,305.1,13,D
-15.295,20.581,315.7,1.1,1.1,2016-06-08,1230,A,56,6.0NRT,304.6,8.8,D
-14.557,25.031,310.3,2.3,1.5,2016-06-08,1230,A,57,6.0NRT,297.7,19.5,D
-15.368,19.785,319.6,1.1,1,2016-06-08,1230,A,47,6.0NRT,306.1,10.1,D
-15.37,19.775,327.9,1.1,1,2016-06-08,1230,A,79,6.0NRT,302.5,20.6,D
-14.215,26.433,309.4,3,1.7,2016-06-08,1230,A,55,6.0NRT,295.7,28.5,D
-14.22,26.406,310.7,3,1.6,2016-06-08,1230,A,61,6.0NRT,296.4,32.1,D
-14.391,25.45,311.6,2.5,1.5,2016-06-08,1230,A,56,6.0NRT,297.6,23.1,D
-14.381,25.424,309.6,2.5,1.5,2016-06-08,1230,A,43,6.0NRT,297.8,18.1,D
-14.385,25.402,312.7,2.5,1.5,2016-06-08,1230,A,65,6.0NRT,297.1,27.1,D
-14.712,23.438,319,1.8,1.3,2016-06-08,1230,A,63,6.0NRT,304.9,19,D
-14.714,23.422,314.5,1.7,1.3,2016-06-08,1230,A,37,6.0NRT,303.4,10.9,D
-15.524,18.214,320,1,1,2016-06-08,1230,A,67,6.0NRT,302.7,9.9,D
-14.4,25.083,310.1,2.4,1.5,2016-06-08,1230,A,57,6.0NRT,298.4,18.4,D
-14.327,25.415,310.4,2.5,1.5,2016-06-08,1230,A,59,6.0NRT,298,21.6,D
-15.025,21.336,312.1,1.3,1.1,2016-06-08,1230,A,24,6.0NRT,301.2,6.6,D
-14.406,25.079,311,2.4,1.5,2016-06-08,1230,A,59,6.0NRT,299,20.6,D
-15.013,21.346,345.7,1.3,1.1,2016-06-08,1230,A,93,6.0NRT,301.3,66.4,D
-15.015,21.334,414.1,1.3,1.1,2016-06-08,1230,A,100,6.0NRT,313.5,476.9,D
-15.017,21.323,345.7,1.3,1.1,2016-06-08,1230,A,93,6.0NRT,303.6,65.7,D
-15.441,18.413,316.6,1,1,2016-06-08,1230,A,33,6.0NRT,303.5,6.5,D
-15.442,18.404,316.8,1,1,2016-06-08,1230,A,39,6.0NRT,303.8,6.8,D
-14.321,25.408,309.2,2.5,1.5,2016-06-08,1230,A,55,6.0NRT,297.7,19.2,D
-14.416,24.861,327.9,2.3,1.5,2016-06-08,1230,A,82,6.0NRT,297.6,76.1,D
-15.432,18.412,314.6,1,1,2016-06-08,1230,A,21,6.0NRT,301.5,5.1,D
-15.433,18.403,319.3,1,1,2016-06-08,1230,A,66,6.0NRT,303,9.4,D
-14.403,24.859,310.7,2.3,1.5,2016-06-08,1230,A,57,6.0NRT,296.3,22.5,D
-14.242,25.538,309.4,2.6,1.5,2016-06-08,1230,A,56,6.0NRT,297,22.1,D
-14.246,25.514,307.1,2.6,1.5,2016-06-08,1230,A,39,6.0NRT,296.3,16.3,D
-14.409,24.447,316.6,2.1,1.4,2016-06-08,1230,A,69,6.0NRT,298.6,31.1,D
-14.412,24.428,311.8,2.1,1.4,2016-06-08,1230,A,54,6.0NRT,297.2,19,D
-14.249,25.532,312,2.6,1.5,2016-06-08,1230,A,60,6.0NRT,298.4,27.9,D
-14.408,24.44,322.2,2.1,1.4,2016-06-08,1230,A,77,6.0NRT,298.8,49,D
-14.849,21.74,319.4,1.3,1.1,2016-06-08,1230,A,68,6.0NRT,302.7,17.2,D
-14.742,22.343,325.1,1.5,1.2,2016-06-08,1230,A,77,6.0NRT,308.7,18,D
-15.539,16.853,321.2,1.1,1,2016-06-08,1230,A,71,6.0NRT,305.3,13,D
-15.541,16.843,315.1,1.1,1,2016-06-08,1230,A,55,6.0NRT,304.1,7.5,D
-13.776,27.645,311.9,3.8,1.8,2016-06-08,1230,A,67,6.0NRT,294.7,53.8,D
-13.783,27.61,322.3,3.8,1.8,2016-06-08,1230,A,79,6.0NRT,296,116.5,D
-13.81,27.202,307.5,3.5,1.8,2016-06-08,1230,A,26,6.0NRT,292,31.1,D
-15.351,17.948,324.5,1,1,2016-06-08,1230,A,70,6.0NRT,305.7,14.6,D
-13.787,27.642,310.6,3.8,1.8,2016-06-08,1230,A,49,6.0NRT,295.6,43.1,D
-13.793,27.607,311.5,3.8,1.8,2016-06-08,1230,A,57,6.0NRT,295.9,46.9,D
-13.771,27.639,308.4,3.8,1.8,2016-06-08,1230,A,31,6.0NRT,294.3,33.6,D
-13.777,27.604,310.1,3.8,1.8,2016-06-08,1230,A,44,6.0NRT,295.6,40.7,D
-13.828,27.234,308.9,3.5,1.8,2016-06-08,1230,A,60,6.0NRT,294,40.6,D
-15.387,17.432,319.7,1,1,2016-06-08,1230,A,69,6.0NRT,302.2,11.5,D
-13.802,27.195,305.5,3.5,1.8,2016-06-08,1230,A,17,6.0NRT,292.8,25.6,D
-14.221,24.77,311.8,2.3,1.5,2016-06-08,1230,A,61,6.0NRT,297.2,23.5,D
-14.19,24.872,309.3,2.3,1.5,2016-06-08,1230,A,52,6.0NRT,298.5,14.8,D
-14.025,25.558,308.6,2.6,1.6,2016-06-08,1230,A,53,6.0NRT,297.3,19.2,D
-14.64,21.897,365.8,1.4,1.2,2016-06-08,1230,A,100,6.0NRT,311.4,145.6,D
-14.642,21.884,339.9,1.4,1.2,2016-06-08,1230,A,89,6.0NRT,308.5,50.5,D
-14.02,25.549,307.4,2.6,1.6,2016-06-08,1230,A,48,6.0NRT,296.8,17.6,D
-15.22,17.963,315.3,1,1,2016-06-08,1230,A,58,6.0NRT,304,6.5,D
-14.12,24.895,310.8,2.3,1.5,2016-06-08,1230,A,57,6.0NRT,298.1,20.5,D
-15.259,17.551,312.5,1,1,2016-06-08,1230,A,46,6.0NRT,302,5.2,D
-13.943,25.735,317.5,2.7,1.6,2016-06-08,1230,A,73,6.0NRT,298,51.2,D
-15.436,16.116,316.2,1.1,1.1,2016-06-08,1230,A,61,6.0NRT,303.3,8.4,D
-13.915,25.73,308.4,2.7,1.6,2016-06-08,1230,A,29,6.0NRT,297.2,18.7,D
-14.507,22.317,321.6,1.5,1.2,2016-06-08,1230,A,73,6.0NRT,308,14.3,D
-14.509,22.304,321.3,1.5,1.2,2016-06-08,1230,A,66,6.0NRT,308.3,14.1,D
-15.261,17.339,326.3,1,1,2016-06-08,1230,A,78,6.0NRT,303.7,17,D
-13.941,25.73,313.6,2.7,1.6,2016-06-08,1230,A,55,6.0NRT,297.6,33.6,D
-14.505,22.311,326.9,1.5,1.2,2016-06-08,1230,A,79,6.0NRT,308.4,22.2,D
-13.913,25.724,308.7,2.7,1.6,2016-06-08,1230,A,33,6.0NRT,297.3,19.8,D
-15.323,16.633,321.7,1.1,1,2016-06-08,1230,A,73,6.0NRT,304.8,13.7,D
-15.176,17.359,319,1,1,2016-06-08,1230,A,59,6.0NRT,304.2,9.3,D
-15.177,17.35,357.7,1,1,2016-06-08,1230,A,99,6.0NRT,307.5,75,D
-14.185,23.618,315.3,1.8,1.3,2016-06-08,1230,A,64,6.0NRT,302.2,18.9,D
-14.179,23.61,311.4,1.8,1.3,2016-06-08,1230,A,51,6.0NRT,300.8,11.9,D
-13.949,24.895,310.6,2.3,1.5,2016-06-08,1230,A,58,6.0NRT,296.7,22.8,D
-14.219,23.296,349.2,1.7,1.3,2016-06-08,1230,A,95,6.0NRT,306.5,115,D
-14.664,20.487,320.6,1.1,1.1,2016-06-08,1230,A,72,6.0NRT,299.9,15.3,D
-14.233,22.854,325.4,1.6,1.3,2016-06-08,1230,A,78,6.0NRT,308.3,24.1,D
-13.916,24.797,308.9,2.3,1.5,2016-06-08,1230,A,36,6.0NRT,297.2,16,D
-14.235,22.849,328.3,1.6,1.3,2016-06-08,1230,A,81,6.0NRT,309,29.8,D
-14.862,18.287,319.3,1,1,2016-06-08,1230,A,68,6.0NRT,306,9,D
-13.631,25.186,308.5,2.5,1.5,2016-06-08,1230,A,54,6.0NRT,295.7,22.3,D
-13.639,25.183,308.5,2.5,1.5,2016-06-08,1230,A,54,6.0NRT,296,22.4,D
-13.916,23.391,312.9,1.8,1.3,2016-06-08,1230,A,60,6.0NRT,300.1,15.7,D
-14.801,17.613,323.3,1,1,2016-06-08,1230,A,56,6.0NRT,305.3,10.7,D
-13.977,22.946,315,1.7,1.3,2016-06-08,1230,A,63,6.0NRT,304.1,10,D
-14.791,17.621,369.9,1,1,2016-06-08,1230,A,100,6.0NRT,308.9,106.9,D
-14.792,17.612,337.2,1,1,2016-06-08,1230,A,88,6.0NRT,303.3,28.7,D
-14.938,16.552,315.2,1.1,1,2016-06-08,1230,A,63,6.0NRT,303,7.7,D
-14.94,16.542,313.8,1.1,1,2016-06-08,1230,A,59,6.0NRT,302.6,6.8,D
-13.552,25.357,309.3,2.6,1.5,2016-06-08,1230,A,58,6.0NRT,295.2,23,D
-13.662,24.504,313.1,2.2,1.4,2016-06-08,1230,A,64,6.0NRT,298.3,25.6,D
-14.118,21.816,318.9,1.4,1.2,2016-06-08,1230,A,33,6.0NRT,302.8,15.7,D
-14.12,21.822,320.4,1.4,1.2,2016-06-08,1230,A,65,6.0NRT,301.9,18,D
-14.122,21.81,314.1,1.4,1.2,2016-06-08,1230,A,19,6.0NRT,302,10.2,D
-13.648,24.662,307.9,2.3,1.5,2016-06-08,1230,A,44,6.0NRT,297.1,15.7,D
-14.871,16.646,327.8,1.1,1,2016-06-08,1230,A,81,6.0NRT,303.8,21.3,D
-14.872,16.636,328.8,1.1,1,2016-06-08,1230,A,82,6.0NRT,303,22.6,D
-13.663,24.497,309.8,2.2,1.4,2016-06-08,1230,A,54,6.0NRT,297.2,19.1,D
-13.849,23.305,310.8,1.8,1.3,2016-06-08,1230,A,53,6.0NRT,300.5,12.6,D
-13.857,23.256,313.4,1.8,1.3,2016-06-08,1230,A,61,6.0NRT,300.5,15.8,D
-14.351,20.123,320.6,1.1,1.1,2016-06-08,1230,A,73,6.0NRT,304.1,13.5,D
-14.792,17.078,324,1,1,2016-06-08,1230,A,77,6.0NRT,303,17.1,D
-14.058,21.812,313.5,1.4,1.2,2016-06-08,1230,A,49,6.0NRT,303.1,11.2,D
-14.06,21.799,314.1,1.4,1.2,2016-06-08,1230,A,47,6.0NRT,301.9,11.6,D
-13.295,26.023,305.7,2.9,1.6,2016-06-08,1230,A,41,6.0NRT,295.4,19.2,D
-13.89,22.633,325.8,1.6,1.2,2016-06-08,1230,A,77,6.0NRT,308.2,28.1,D
-13.893,22.619,325.8,1.6,1.2,2016-06-08,1230,A,76,6.0NRT,306.6,28,D
-14.551,18.399,317.3,1,1,2016-06-08,1230,A,67,6.0NRT,306.4,8.8,D
-13.891,22.628,332.9,1.6,1.2,2016-06-08,1230,A,85,6.0NRT,308.1,44.6,D
-13.88,22.626,330.6,1.6,1.2,2016-06-08,1230,A,84,6.0NRT,309,38.7,D
-13.882,22.611,320.6,1.6,1.2,2016-06-08,1230,A,61,6.0NRT,306.6,15.6,D
-13.295,26.018,306.9,2.9,1.6,2016-06-08,1230,A,51,6.0NRT,295.6,23.7,D
-13.539,24.532,317.9,2.2,1.4,2016-06-08,1230,A,72,6.0NRT,298,36.5,D
-13.728,23.413,311.1,1.8,1.3,2016-06-08,1230,A,55,6.0NRT,299.4,14.1,D
-13.731,23.397,329.8,1.8,1.3,2016-06-08,1230,A,83,6.0NRT,301.2,58.4,D
-13.526,24.53,319.6,2.2,1.4,2016-06-08,1230,A,73,6.0NRT,297.4,40,D
-13.863,22.519,318.3,1.6,1.2,2016-06-08,1230,A,63,6.0NRT,305.1,14.4,D
-13.5,24.525,314,2.2,1.4,2016-06-08,1230,A,60,6.0NRT,297.6,25.5,D
-14.671,17.025,311.4,1,1,2016-06-08,1230,A,51,6.0NRT,301.2,4.5,D
-14.033,21.263,320.5,1.3,1.1,2016-06-08,1230,A,72,6.0NRT,303.9,18.2,D
-13.464,24.581,309.8,2.3,1.5,2016-06-08,1230,A,54,6.0NRT,297.5,18.6,D
-13.502,24.518,315.1,2.2,1.4,2016-06-08,1230,A,68,6.0NRT,297.8,28.6,D
-13.467,24.408,320.4,2.2,1.4,2016-06-08,1230,A,75,6.0NRT,301.3,36.2,D
-13.471,24.388,316.6,2.2,1.4,2016-06-08,1230,A,66,6.0NRT,299.4,24.7,D
-13.817,22.232,318.1,1.5,1.2,2016-06-08,1230,A,69,6.0NRT,306.5,9.3,D
-12.816,27.874,357.4,4.1,1.9,2016-06-08,1230,A,99,6.0NRT,296.8,597.4,D
-12.823,27.837,350.8,4.1,1.9,2016-06-08,1230,A,96,6.0NRT,296.7,472.6,D
-13.253,25.403,313.1,2.6,1.6,2016-06-08,1230,A,66,6.0NRT,295.7,35.1,D
-13.195,25.645,311.7,2.8,1.6,2016-06-08,1230,A,64,6.0NRT,297.2,35.4,D
-13.199,25.62,310.9,2.7,1.6,2016-06-08,1230,A,62,6.0NRT,295.8,32.5,D
-13.239,25.401,317.4,2.6,1.6,2016-06-08,1230,A,73,6.0NRT,295.8,50.4,D
-13.334,24.788,308.1,2.3,1.5,2016-06-08,1230,A,46,6.0NRT,297.8,15.6,D
-14.373,18.297,331.8,1,1,2016-06-08,1230,A,85,6.0NRT,306.1,26.1,D
-14.374,18.288,324.4,1,1,2016-06-08,1230,A,71,6.0NRT,304.1,16,D
-12.814,27.869,362.7,4.1,1.9,2016-06-08,1230,A,100,6.0NRT,297.1,708.3,D
-12.821,27.832,342.5,4.1,1.9,2016-06-08,1230,A,92,6.0NRT,296,346,D
-13.245,25.422,309,2.6,1.6,2016-06-08,1230,A,55,6.0NRT,295.7,24.6,D
-13.249,25.398,322.4,2.6,1.6,2016-06-08,1230,A,78,6.0NRT,295.9,72,D
-14.425,17.863,317.5,1,1,2016-06-08,1230,A,59,6.0NRT,303.9,8.8,D
-13.193,25.64,314.1,2.8,1.6,2016-06-08,1230,A,68,6.0NRT,296.8,43.2,D
-13.197,25.614,306.8,2.7,1.6,2016-06-08,1230,A,44,6.0NRT,295.5,20,D
-14.114,19.87,325.4,1.1,1,2016-06-08,1230,A,19,6.0NRT,306.6,17.7,D
-13.146,25.657,306.6,2.8,1.6,2016-06-08,1230,A,42,6.0NRT,295.6,20.5,D
-13.555,22.989,320.8,1.7,1.3,2016-06-08,1230,A,65,6.0NRT,306.7,16.6,D
-13.105,25.694,308.4,2.8,1.6,2016-06-08,1230,A,54,6.0NRT,296.2,25.6,D
-13.557,22.983,321.7,1.7,1.3,2016-06-08,1230,A,75,6.0NRT,306.5,19,D
-14.395,17.426,314.7,1,1,2016-06-08,1230,A,64,6.0NRT,303.7,6.9,D
-14.396,17.417,315.3,1,1,2016-06-08,1230,A,65,6.0NRT,303.7,7.3,D
-13.203,24.796,315.8,2.4,1.5,2016-06-08,1230,A,69,6.0NRT,299.8,33.2,D
-13.539,22.668,317.6,1.6,1.3,2016-06-08,1230,A,36,6.0NRT,306.1,10.6,D
-14.341,17.352,316.5,1,1,2016-06-08,1230,A,68,6.0NRT,302.3,7.8,D
-14.342,17.342,317.1,1,1,2016-06-08,1230,A,69,6.0NRT,304,8.1,D
-13.115,24.984,310.1,2.5,1.5,2016-06-08,1230,A,27,6.0NRT,297.6,13.5,D
-13.844,20.643,319.1,1.2,1.1,2016-06-08,1230,A,63,6.0NRT,302.7,12.5,D
-13.846,20.632,314.6,1.2,1.1,2016-06-08,1230,A,16,6.0NRT,302.2,7.6,D
-13.843,20.637,323.1,1.2,1.1,2016-06-08,1230,A,74,6.0NRT,303.1,17.9,D
-14.398,16.746,313.4,1,1,2016-06-08,1230,A,55,6.0NRT,301.3,6.2,D
-14.4,16.736,317.7,1,1,2016-06-08,1230,A,70,6.0NRT,302.3,9.9,D
-13.53,22.51,330.4,1.6,1.2,2016-06-08,1230,A,83,6.0NRT,307.2,38.1,D
-13.407,23.196,311,1.8,1.3,2016-06-08,1230,A,51,6.0NRT,299.7,13.4,D
-13.691,21.363,334.9,1.3,1.1,2016-06-08,1230,A,86,6.0NRT,303.5,41.3,D
-12.996,25.463,308.3,2.7,1.6,2016-06-08,1230,A,53,6.0NRT,296.8,21.2,D
-13,25.438,317.9,2.7,1.6,2016-06-08,1230,A,73,6.0NRT,296.6,52.9,D
-13.68,21.361,324,1.3,1.1,2016-06-08,1230,A,77,6.0NRT,303.1,21.7,D
-13.108,24.679,308.7,2.3,1.5,2016-06-08,1230,A,51,6.0NRT,298,16.5,D
-14,18.961,320.7,1,1,2016-06-08,1230,A,57,6.0NRT,306.6,12.1,D
-13.02,25.118,307.4,2.5,1.5,2016-06-08,1230,A,47,6.0NRT,296.6,15.8,D
-12.934,25.369,308.5,2.7,1.6,2016-06-08,1230,A,55,6.0NRT,296.1,21.7,D
-13.289,23.202,316.6,1.8,1.3,2016-06-08,1230,A,67,6.0NRT,301.2,21.1,D
-13.292,23.186,314.7,1.8,1.3,2016-06-08,1230,A,64,6.0NRT,300.5,18.3,D
-14.055,18.135,320,1,1,2016-06-08,1230,A,71,6.0NRT,309.3,8,D
-12.811,25.653,308.5,2.8,1.6,2016-06-08,1230,A,56,6.0NRT,295.1,25.3,D
-13.39,22.318,337,1.5,1.2,2016-06-08,1230,A,88,6.0NRT,308.5,47.5,D
-14.149,17.339,321.7,1,1,2016-06-08,1230,A,74,6.0NRT,305.1,12.7,D
-14.151,17.33,340.5,1,1,2016-06-08,1230,A,90,6.0NRT,304.9,38.6,D
-14.142,17.332,319.1,1,1,2016-06-08,1230,A,64,6.0NRT,302.6,10.4,D
-13.126,23.938,311.1,2,1.4,2016-06-08,1230,A,53,6.0NRT,299.9,17.8,D
-13.387,22.327,323.9,1.5,1.2,2016-06-08,1230,A,21,6.0NRT,308.7,15.9,D
-13.389,22.313,335,1.5,1.2,2016-06-08,1230,A,87,6.0NRT,308.5,42.1,D
-13.875,19.129,321.9,1,1,2016-06-08,1230,A,75,6.0NRT,304.2,13.3,D
-13.876,19.12,313,1,1,2016-06-08,1230,A,42,6.0NRT,303,4.9,D
-12.819,25.676,305.7,2.8,1.6,2016-06-08,1230,A,43,6.0NRT,295.3,17.5,D
-13.376,22.325,322.4,1.5,1.2,2016-06-08,1230,A,64,6.0NRT,307.9,14.8,D
-13.378,22.311,328.7,1.5,1.2,2016-06-08,1230,A,82,6.0NRT,309.2,28.4,D
-13.38,22.297,337.2,1.5,1.2,2016-06-08,1230,A,88,6.0NRT,308.5,49.8,D
-13.369,22.295,327.9,1.5,1.2,2016-06-08,1230,A,57,6.0NRT,306.6,25.1,D
-13.347,22.363,320.2,1.6,1.2,2016-06-08,1230,A,64,6.0NRT,306.3,15.1,D
-14.308,15.564,313.3,1.2,1.1,2016-06-08,1230,A,58,6.0NRT,300.8,8.1,D
-14.059,17.199,314.3,1,1,2016-06-08,1230,A,51,6.0NRT,303.1,6,D
-13.099,23.466,312.6,1.9,1.3,2016-06-08,1230,A,60,6.0NRT,300.8,16.4,D
-13.264,22.445,322.3,1.6,1.2,2016-06-08,1230,A,74,6.0NRT,308.3,15.5,D
-13.621,20.145,324.2,1.1,1.1,2016-06-08,1230,A,74,6.0NRT,307.8,14.8,D
-13.055,23.656,313,2,1.4,2016-06-08,1230,A,60,6.0NRT,300.4,20.2,D
-13.253,22.443,321.9,1.6,1.2,2016-06-08,1230,A,75,6.0NRT,309.1,14.8,D
-12.659,25.639,331.7,2.8,1.6,2016-06-08,1230,A,86,6.0NRT,297.4,126.4,D
-13.408,21.199,320.7,1.3,1.1,2016-06-08,1230,A,72,6.0NRT,303.7,15.4,D
-12.653,25.659,311.1,2.8,1.6,2016-06-08,1230,A,65,6.0NRT,295.9,31.9,D
-12.658,25.634,329.8,2.8,1.6,2016-06-08,1230,A,85,6.0NRT,296.9,114.7,D
-13.778,18.527,323.4,1,1,2016-06-08,1230,A,54,6.0NRT,309.6,12.9,D
-13.19,22.194,321.3,1.5,1.2,2016-06-08,1230,A,75,6.0NRT,307.4,15.2,D
-12.564,25.831,309.4,2.9,1.6,2016-06-08,1230,A,62,6.0NRT,297.4,25,D
-12.568,25.805,309.7,2.9,1.6,2016-06-08,1230,A,62,6.0NRT,297.9,26.6,D
-13.412,20.722,314.9,1.2,1.1,2016-06-08,1230,A,54,6.0NRT,303.7,9.9,D
-13.191,21.984,316.1,1.5,1.2,2016-06-08,1230,A,65,6.0NRT,305.3,11.1,D
-12.553,25.641,309.6,2.8,1.6,2016-06-08,1230,A,62,6.0NRT,295,30.1,D
-14.002,16.359,314,1.1,1,2016-06-08,1230,A,57,6.0NRT,301.8,7,D
-12.546,25.658,306.3,2.8,1.6,2016-06-08,1230,A,52,6.0NRT,295.1,20,D
-12.55,25.633,305.6,2.8,1.6,2016-06-08,1230,A,48,6.0NRT,294.9,17.8,D
-12.165,27.621,305.1,4.1,1.9,2016-06-08,1230,A,49,6.0NRT,292.5,29.1,D
